# #DistanceElevation	#DistanceHeightInc	#DistanceHeightDec	#DistanceHeadwind	#DistanceTailwind	#DistancePressureIncrease	#DistancePressureDecrease
-2.938425067819637470e-136	-5.076495296025454025e-137	4.712623612799580540e-137	-1.327364290467166363e-138	-1.087191158538817160e-138	1.288359065131782026e-138	-1.799383702651203316e-138
4.253911041326328272e-132	7.350307517257350203e-133	-6.824356389226903315e-133	2.269771419073583599e-134	1.458515073510961894e-134	-1.840267575670088300e-134	2.590239317318115984e-134
-1.084288740992666556e-128	-1.874605192067528092e-129	1.740988186457680347e-129	-8.428443884306170442e-131	-2.858946109045098977e-131	4.500189498206892361e-131	-6.517494604178623255e-131
-6.406978637854891223e-125	-1.106902605291394177e-125	1.027731150896485315e-125	-3.262326032846554972e-127	-2.238909268784784087e-127	2.784047925912748842e-127	-3.894286672537866045e-127
2.627660897687349950e-122	4.570247203453875712e-123	-4.253884812864238032e-123	8.063468211084015643e-124	-1.238084483796890978e-124	-6.537015289192187647e-125	1.426679889162009471e-124
1.163046839867287968e-117	2.010318903762985583e-118	-1.866989798592783825e-118	8.371006879748352106e-120	3.265787988927364948e-120	-4.878010340095729450e-120	6.990445323864210067e-120
4.200452976729682127e-114	7.254007969388406005e-115	-6.735211498354184726e-115	1.735864963377287691e-116	1.586793544429113548e-116	-1.855961130950469317e-116	2.549524310066005767e-116
-2.167652708629644439e-111	-3.781104835819332972e-112	3.519971284969354811e-112	-8.478590639136343466e-113	1.586289269150431982e-113	4.037050526808452326e-114	-1.167203249172907396e-113
-8.780832382268590475e-107	-1.518222246382781914e-107	1.410157078616195693e-107	-7.474816875483028597e-109	-2.086380884679870618e-109	3.600429133898720976e-109	-5.242338174516402448e-109
-4.015230577779648842e-103	-6.935188428638175873e-104	6.440236100605354724e-104	-2.080799318673031869e-105	-1.372574039711452946e-105	1.745004349500124222e-105	-2.416171254428252882e-105
-4.187964052727600745e-100	-7.198169648746593525e-101	6.678904618711702285e-101	4.238854887369486548e-102	-3.433284972698753305e-102	2.293862088914009535e-102	-2.599887529850174905e-102
5.494496465954868417e-96	9.510021174575285349e-97	-8.834601977142453242e-97	6.541784534751126599e-98	7.169770005382933694e-99	-2.115815236471027280e-98	3.254423921432842907e-98
3.761865225775095480e-92	6.500852880950075970e-93	-6.037789698459817710e-93	2.691386463603597001e-94	1.044741244440176712e-94	-1.581491067021455719e-94	2.245511859484544758e-94
9.537765773185713750e-89	1.644761952967470201e-89	-1.527274285771181265e-89	1.149042041606970824e-91	4.389876817335842613e-91	-4.434929338751529639e-91	5.725175435421161962e-91
