7.965907298770141551e+02	1.520000000000000000e+03	7.907007360309108890e+02	8.023465846600836358e+02	9.575960035413314131e+01	4.882775000014213163e+01	7.938519599713307571e+02	7.993501293996521326e+02
8.064086099394928624e+02	1.519000000000000000e+03	8.004459847770112901e+02	8.122354434241594845e+02	9.574508094823684701e+01	4.882400000014211372e+01	8.036357562996561228e+02	8.092023531883182841e+02
8.162222459707015787e+02	1.518000000000000000e+03	8.101870266132586949e+02	8.221200218651180194e+02	9.573038364689540458e+01	4.882025000014209581e+01	8.134153123708759949e+02	8.190472119506797526e+02
8.260284730452713120e+02	1.517000000000000000e+03	8.199206653209023443e+02	8.320002953225190367e+02	9.571550853592562191e+01	4.881625000014207671e+01	8.231906039100969110e+02	8.288908785077405810e+02
8.358335110451280343e+02	1.516000000000000000e+03	8.296499741365674936e+02	8.418730931090293552e+02	9.570045570142467284e+01	4.881250000014205881e+01	8.329584430790824854e+02	8.387270566866396848e+02
8.456310175055194804e+02	1.515000000000000000e+03	8.393781772250439417e+02	8.517446464645862534e+02	9.568522522978328482e+01	4.880850000014203971e+01	8.427218954964760087e+02	8.485588399107864461e+02
8.554241093809205267e+02	1.514000000000000000e+03	8.490955083106018719e+02	8.616086019790727732e+02	9.566981721013559081e+01	4.880450000014202061e+01	8.524809374928435091e+02	8.583862044837676422e+02
8.652127631665516674e+02	1.513000000000000000e+03	8.588116872199531144e+02	8.714680820000309041e+02	9.565423173370903953e+01	4.880050000014200151e+01	8.622355455779281783e+02	8.682091268872984529e+02
8.749936285594303627e+02	1.512000000000000000e+03	8.685234433353418808e+02	8.813230628406803362e+02	9.563846888551793768e+01	4.879625000014198122e+01	8.719856964381090165e+02	8.780275837791605227e+02
8.847732991474389337e+02	1.511000000000000000e+03	8.782273557430668234e+02	8.911701903943599063e+02	9.562252876084779984e+01	4.879225000014196212e+01	8.817313669350036207e+02	8.878381726309177111e+02
8.945450608150352991e+02	1.510000000000000000e+03	8.879267248015642053e+02	9.010160657051925455e+02	9.560641144935669899e+01	4.878800000014194183e+01	8.914691479219426355e+02	8.976475918101817797e+02
9.043122177876601882e+02	1.509000000000000000e+03	8.976215281181953287e+02	9.108539676235421894e+02	9.559011704218288230e+01	4.878375000014192153e+01	9.012023287698685863e+02	9.074490224361653645e+02
9.140747474859738304e+02	1.508000000000000000e+03	9.073117434673850994e+02	9.206872038197792563e+02	9.557364563335504215e+01	4.877950000014190124e+01	9.109308869156139963e+02	9.172458212742978958e+02
9.238326274987147144e+02	1.507000000000000000e+03	9.169938004510629526e+02	9.305157515377147774e+02	9.555699731715982637e+01	4.877525000014188095e+01	9.206547999642815512e+02	9.270344371558798002e+02
9.335822855539731790e+02	1.506000000000000000e+03	9.266747363496278922e+02	9.403395881903019244e+02	9.554017218815441481e+01	4.877075000014185946e+01	9.303705115406935420e+02	9.368218680077793579e+02
9.433307625215210237e+02	1.505000000000000000e+03	9.363473952776597571e+02	9.501551400504589537e+02	9.552317034115156957e+01	4.876650000014183917e+01	9.400850309403786014e+02	9.466009969789209890e+02
9.530708993490978855e+02	1.504000000000000000e+03	9.460153040605886190e+02	9.599694507653899791e+02	9.550599187123778222e+01	4.876200000014181768e+01	9.497912310565906182e+02	9.563753309381692134e+02
9.628062243703493550e+02	1.503000000000000000e+03	9.556784413454178093e+02	9.697753589396646703e+02	9.548863688011050499e+01	4.875750000014179619e+01	9.594926243608805407e+02	9.661448481746523385e+02
9.725367160521623191e+02	1.502000000000000000e+03	9.653367859366327366e+02	9.795763940155886758e+02	9.547110546050616620e+01	4.875300000014177471e+01	9.691891893384766945e+02	9.759095271375143739e+02
9.822586175876463130e+02	1.501000000000000000e+03	9.749865436696914003e+02	9.893725342895839958e+02	9.545339771447177668e+01	4.874825000014175203e+01	9.788771859216736857e+02	9.856693464343212554e+02
9.919793416067852831e+02	1.500000000000000000e+03	9.846313919839965365e+02	9.991600234553912969e+02	9.543551373741279065e+01	4.874375000014173054e+01	9.885639934863348799e+02	9.954204953335487289e+02
1.001691359187601961e+03	1.499000000000000000e+03	9.942713102115245647e+02	1.008946273024613788e+03	9.541745363466903029e+01	4.873900000014170786e+01	9.982421167390120900e+02	1.005166667898103356e+03
1.011398384919487171e+03	1.498000000000000000e+03	1.003906277836632626e+03	1.018723755637747445e+03	9.539921750455613392e+01	4.873425000014168518e+01	1.007915253568128378e+03	1.014907843265466454e+03
1.021100398112400740e+03	1.497000000000000000e+03	1.013536274494146028e+03	1.028496185047956487e+03	9.538080544826600260e+01	4.872950000014166250e+01	1.017583383303549340e+03	1.024644000726112154e+03
1.030797378228032358e+03	1.496000000000000000e+03	1.023161279967988889e+03	1.038263540400031161e+03	9.536221756855056242e+01	4.872475000014163982e+01	1.027246485427398738e+03	1.034375119721924875e+03
